listening_hours,skip_ratio,playlist_created,days_since_login,premium_days,liked_songs,podcast_usage,social_shares,churn
13.645372171126123,0.33705254202534546,10,35,599,215,0,3,0
13.553535701153297,0.7256467301502476,6,53,717,190,1,3,1
26.417417282077754,0.23578251203372613,11,14,262,195,1,0,0
9.663027126249176,0.4148096539693274,8,24,364,209,0,2,1
8.840056691820655,0.20633854131390622,10,55,420,212,0,1,1
13.055755870303914,0.28089012066326635,8,47,936,186,0,7,1
14.743707714783783,0.32151660107348384,6,51,745,174,1,4,0
14.790988954147029,0.20825196107479027,8,28,508,198,0,2,0
6.676614252215037,0.46198694884201863,10,21,251,196,0,5,0
21.747237637881334,0.5063389858545196,6,21,312,209,0,0,0
12.627433361229203,0.3922488002529528,6,7,321,215,1,2,0
9.791359329898476,0.29867391763116413,16,4,310,188,1,3,0
19.538104150215556,0.3957986494553294,2,44,911,216,0,2,1
23.231531350492936,0.1630771061026293,5,43,199,189,1,1,1
20.180873012771446,0.1426479011994851,6,55,973,217,1,3,0
5.6102919927192705,0.3534721622840732,4,29,258,209,0,3,1
2.489460020063971,0.045331693725272446,9,47,798,187,0,4,1
14.347993733637605,0.6040409779822246,12,14,87,200,1,2,0
4.6873706678985645,0.22622280218073273,9,37,644,188,0,4,1
18.466306135008992,0.3369594602974173,8,2,668,213,1,0,0
12.965504441054584,0.38755419060939345,6,11,537,203,1,1,0
14.167194996642552,0.20749340526423274,4,27,408,199,0,4,0
14.229687135131332,0.041276679279584075,8,43,703,220,0,4,0
5.811761182742677,0.2536014962879353,10,54,486,207,0,5,1
16.922722751921782,0.39479626992554057,10,4,196,155,0,3,0
0.4240037556921976,0.26164405341786856,11,6,31,208,1,1,0
15.594459513105722,0.24288872110428456,11,19,111,186,0,4,0
10.436968829624881,0.43143092969739744,10,42,234,209,0,5,1
9.779678396070441,0.07289775465616272,4,47,845,197,0,4,1
17.66319200470693,0.15551948568027948,5,2,828,198,1,4,0
18.152382791298976,0.2608660767291024,7,20,774,212,0,2,0
8.479628683577879,0.1609188709595771,11,24,546,184,0,4,0
15.666985235044903,0.3970567115247901,11,0,999,186,0,4,0
7.573635837990686,0.4677219081534794,8,23,231,200,1,2,1
17.79316187362941,0.4736175988485433,6,10,428,212,1,5,0
3.72115250701367,0.30371747027389634,6,8,427,208,0,2,1
9.915109072151758,0.23097414564418683,4,41,524,181,1,2,1
0.0,0.299530272412293,10,47,530,175,1,5,1
16.686467413853155,0.4652870580233642,4,55,417,169,1,6,1
13.66687294428723,0.30869944254904497,10,21,285,202,1,2,0
2.6766483603907965,0.07923996296274637,7,6,818,163,1,5,0
0.8393603504544185,0.20509785369158087,5,51,717,191,0,1,1
12.166129689804373,0.4172826366660018,9,18,131,177,1,4,1
11.026261388483306,0.1428717946075705,7,3,591,209,0,2,0
21.134974684218662,0.19700021914942686,6,16,467,204,1,1,0
14.698719644680722,0.26118291840456237,9,58,33,205,0,3,1
15.241737755453725,0.22036928868239505,11,19,730,191,0,2,1
22.30223950101775,0.4125294243876378,12,50,257,199,0,2,1
12.629619202966255,0.6268485637047342,13,1,38,192,0,2,0
13.457964170840834,0.36910684555628653,16,10,230,205,1,2,0
15.74009794218787,0.14934751746255825,8,49,669,184,0,3,0
17.511565843741234,0.22440252863840893,9,57,578,210,0,4,1
9.970510626823318,0.2735730519133393,11,16,26,193,1,4,0
4.995208159741464,0.21075106408323716,7,19,363,195,0,1,0
14.228762279577797,0.18071538163848602,5,3,140,170,0,4,0
12.337520032749252,0.44975910060106783,7,3,871,220,1,5,0
3.3490004014860464,0.10055339018019044,4,41,959,200,0,1,1
11.91548404588247,0.3469962723124153,4,26,613,214,0,6,0
13.351689906422614,0.11517573502097796,8,34,204,210,0,2,0
8.351967259365168,0.34951050351047064,11,48,933,218,1,2,0
7.000001737151799,0.4165149149237306,10,48,62,211,0,4,1
13.92358721126007,0.337007511483134,12,44,225,199,1,5,1
26.26966580092617,0.3946687350173188,14,37,649,225,0,7,0
17.613275519010234,0.1620511698452762,11,59,440,210,1,4,1
9.992163333455608,0.3480334687486199,10,17,222,187,0,5,1
9.645967878600187,0.5228898771052619,5,50,415,205,0,1,1
5.065104818642256,0.13789027474455318,11,23,363,204,0,2,1
15.003121087539343,0.7241202572692721,9,17,301,221,1,4,0
9.034216471890996,0.4273537461715206,9,16,95,206,0,2,1
6.603000805091358,0.12513930283964622,12,22,162,203,0,3,0
11.680597686110566,0.47357940251228503,9,58,485,203,1,4,1
5.481571285292906,0.48620560357873677,6,21,448,198,1,4,1
2.8606873929461525,0.22204219327537145,8,46,333,173,0,3,1
18.81554783245039,0.13393792191715467,7,15,20,219,1,1,0
11.33335007990562,0.3984769530976866,11,20,418,219,1,3,0
11.653064107340832,0.2216229769955769,7,40,404,201,1,4,0
16.40927414471878,0.1421531342578195,10,56,155,208,0,8,0
12.199936993655644,0.6064646691375872,9,40,102,207,0,6,1
12.20098405869728,0.4518468537604581,9,21,747,223,0,2,0
19.482019416137554,0.3004618817108787,10,24,469,185,1,2,0
22.39668251171728,0.22032112040069463,14,49,183,198,0,2,1
8.28658111217777,0.656716637769462,6,18,766,194,1,3,1
17.53044228822036,0.40930474218583796,7,7,927,206,1,2,0
18.30447897083911,0.19149392011943978,6,35,56,196,1,2,1
3.476925852059118,0.3390169382107244,6,8,824,188,1,4,0
20.893902703010102,0.03441116270263968,6,0,81,208,1,2,0
21.871341162089237,0.31960978999849105,5,19,506,209,0,4,0
16.32559019259983,0.16601048001781493,5,33,900,183,1,3,0
9.532723035679133,0.4461422236080254,14,7,871,207,0,0,0
6.482946068784193,0.3885052347809384,9,46,628,201,1,4,1
24.72073530726033,0.2529247000721542,8,12,707,179,1,2,0
7.4036668141391,0.20593921672445592,9,10,721,214,1,6,0
25.42794552899857,0.24163701038813643,5,17,657,213,1,3,0
14.978523238371741,0.016934926635848863,10,40,9,200,1,4,0
15.58726107806703,0.19258930033660876,13,8,783,189,0,4,0
18.841905378605876,0.4030649013281037,6,18,367,195,0,2,0
7.417377956326146,0.47168167679043327,9,27,119,189,1,6,1
1.0949916306197718,0.4265683147720369,12,13,985,179,1,3,1
10.821003163418435,0.1927254738304991,8,15,844,209,0,3,0
4.942829435976888,0.33417691439318487,16,0,163,213,0,2,1
6.8097079714802655,0.18437612427880926,5,31,232,221,1,3,0
11.539396612393183,0.39082065773761115,3,33,253,215,0,2,1
16.804533954733365,0.39538860116931945,3,1,882,205,1,6,0
14.504242904096122,0.42584101767695565,6,22,7,205,1,2,0
10.642457673285724,0.2596307948822821,11,36,601,201,1,3,0
15.90469266721999,0.6137949886487617,6,8,294,225,1,2,0
22.308441016643673,0.07319632991384999,7,46,864,170,0,3,1
6.461449507659527,0.09946853977097028,8,54,444,221,0,0,1
9.944337424259857,0.2760266183473746,8,43,776,195,1,1,0
23.21683642293156,0.27669349077126926,6,10,840,197,0,3,0
8.233305133114332,0.3122133138967466,9,48,724,181,1,1,1
15.28673859822931,0.3002606044871449,4,20,22,196,1,1,0
15.127426682974423,0.33754856930803306,3,48,628,222,1,6,1
12.004258499214512,0.3818099946144465,6,53,826,217,0,1,1
16.64110742765297,0.11242204552161264,5,23,208,185,0,3,0
7.086032561641817,0.2697564694539069,8,40,702,183,0,2,0
17.462183538359046,0.522778856192026,10,17,868,183,1,3,0
13.894674282383146,0.16242606677506508,7,28,693,205,1,5,0
13.612974417584219,0.23829007211233008,8,15,932,243,1,5,0
14.850380016295333,0.2508754895475875,6,54,231,196,1,5,0
11.02046871724315,0.375033373383387,10,8,120,186,0,5,0
20.963606313243858,0.29778593495534605,4,20,655,184,1,1,0
9.998796565747266,0.23287437275003556,8,1,532,181,0,1,0
20.299803905237418,0.0962618352250332,8,35,452,189,0,1,0
19.565609799230558,0.36550846084686833,6,33,991,193,1,1,0
22.783349950849647,0.28331063715702937,8,28,730,191,0,3,0
14.787112201662808,0.0662567675983779,6,8,558,194,0,4,0
16.448025451334676,0.3542636641970922,12,39,717,193,0,6,0
13.442313978796408,0.18231140445891772,3,27,449,197,0,1,1
10.112161958342309,0.36469502921719443,5,57,985,191,0,2,1
3.02563251162006,0.37948719363041256,7,9,943,186,1,2,0
9.99474111194744,0.2735943489988027,7,38,160,210,0,5,1
15.565871694228214,0.39336983292237304,7,44,316,212,0,3,1
14.873565275515329,0.348544591163443,8,53,868,204,0,3,1
16.56057420303103,0.23244944082931784,6,55,139,209,1,4,1
14.209507069054109,0.35504598437092666,8,44,729,208,1,3,0
9.685440892964433,0.36424655084269264,13,55,814,205,0,0,0
15.47968779969271,0.24422699129097858,9,50,988,202,0,5,1
19.184049874208362,0.3075663548648091,7,3,712,201,1,2,0
0.7981825401474847,0.06703390786061152,14,20,85,199,1,3,0
6.641389546517738,0.1776946364138731,9,58,560,203,0,1,1
13.329893263460582,0.1521759880054966,6,12,297,182,0,3,0
13.620661730868804,0.3242122829464746,10,55,195,207,1,5,0
13.041567031025675,0.7746363230647877,11,21,900,201,1,4,0
8.282262996358336,0.1657059389946981,15,36,952,178,0,6,0
18.461901827726155,0.20926100471069975,8,34,858,228,0,3,0
10.821773313586085,0.313378276065198,9,14,903,199,1,5,0
9.409700266888889,0.4583326920413078,10,25,438,218,0,4,1
16.1750169862092,0.26996859803891593,12,28,477,203,1,5,0
15.718473028513062,0.35611588182005505,3,24,469,190,0,4,0
14.768666212329075,0.517794340611379,14,8,101,184,0,2,0
11.637198614891133,0.2730436669489638,8,46,380,205,1,3,1
17.6100820910296,0.2088101628885751,11,18,909,194,1,3,0
0.0,0.35850847414606907,5,58,282,210,1,1,1
12.659758959718687,0.43154894013789474,9,51,640,200,1,5,1
4.23970517856649,0.46036817743794467,8,20,766,233,0,2,0
12.087710380337178,0.454746997283754,6,28,85,218,0,3,0
22.495702264805267,0.08078927371250645,10,19,355,201,0,4,0
14.270062782863668,0.042329161009811773,13,59,953,205,1,0,0
12.853131693342663,0.20391441721798845,4,57,488,183,0,6,1
9.868635520491715,0.33581686366919067,6,29,964,222,1,5,0
15.28767023476383,0.33036611311949976,8,7,311,210,0,3,0
4.281447291090915,0.23974706254716047,4,26,599,200,0,3,1
16.82783200242811,0.41049012435093657,7,8,314,204,1,3,0
11.804104903689492,0.21774419040912021,11,11,770,193,0,4,0
6.23631764175056,0.4108597351302396,8,25,767,209,0,2,1
9.877210848368845,0.1513116805978711,10,6,28,198,1,4,0
20.008552316787792,0.3422542359396943,7,59,696,208,0,7,1
4.670430928681322,0.3817685800578249,13,17,352,194,1,3,1
12.611560978563457,0.19738509892644687,8,24,629,211,1,3,0
14.260746369194628,0.14662235532914136,5,13,656,213,1,3,0
5.447881524597727,0.03415704297400313,4,14,732,220,0,1,0
14.044711168996237,0.20947109167843872,8,23,72,181,1,5,0
8.916780554117926,0.3808443663593021,10,26,854,213,0,3,1
9.522151461871204,0.4977122307500417,9,15,914,223,1,3,0
7.263982713057006,0.2958474851832056,8,56,683,209,1,3,1
10.978857218462302,0.38834324209888044,13,46,701,213,0,2,1
3.9212975180996423,0.47279982336079474,6,26,618,198,0,3,0
9.968065892529186,0.0952580381960864,9,29,569,218,1,3,0
18.433753993113285,0.1899109079604761,10,22,181,186,0,3,0
16.26286077118499,0.29224685987688126,6,39,600,206,1,2,1
12.919337133656137,0.2928580845770304,5,53,965,203,1,2,0
6.739361918646553,0.3094580793867837,5,43,681,185,0,5,1
11.343851488368086,0.5178010518329157,6,53,584,188,1,7,1
17.224691792081384,0.38130101623735335,9,36,221,204,1,3,1
2.356249478155103,0.05486698886780832,5,39,506,209,0,3,1
4.488498539148282,0.20334682071035518,10,3,453,238,1,2,0
15.980665886585143,0.19724272421054218,5,26,44,188,0,3,0
9.983065138784042,0.18833347329921324,13,57,587,211,1,3,1
8.410427649067323,0.46022933017488704,9,11,251,200,1,3,1
0.0,0.6481856214407965,12,54,227,196,0,5,1
9.382281189042574,0.30468610173431276,9,9,365,200,1,3,1
9.513711103854824,0.19773707711437605,8,15,87,210,0,2,0
17.596615364269788,0.34111647208946416,10,57,943,192,0,0,0
14.778421656485643,0.3333514007098524,9,21,205,197,0,1,0
6.530376355361789,0.12474417521130043,9,12,463,202,1,5,0
2.9798527544355213,0.21264361424586395,6,31,533,210,1,2,1
15.877605871101167,0.08547812925110435,10,51,766,200,1,3,0
19.60241680718798,0.5283706055772457,10,9,553,202,0,6,0
21.880447244374047,0.16633682420824947,5,46,628,224,0,3,0
9.090095097434057,0.33899112392690167,9,38,126,193,0,5,0
15.065455128557797,0.5011749565601588,7,25,362,190,1,4,0
17.28654947519619,0.18598695368681853,5,34,357,193,1,3,0
0.0,0.2508188702210779,7,33,477,238,0,2,1
6.7102399065041105,0.42792760418092196,9,36,403,185,1,2,1
17.438083244612482,0.21494417965193338,8,3,920,196,0,3,0
20.73376167909413,0.11203989861815915,9,4,525,210,0,2,0
10.348029474945115,0.17400024468756042,9,2,113,201,0,6,0
12.973371192708248,0.31248596806410406,9,54,217,201,0,2,1
16.279804732839196,0.5831675769299642,7,28,382,196,0,3,1
26.840958660532273,0.39448707723749354,8,49,649,199,0,3,0
0.0,0.22736934626360458,10,29,315,167,0,1,1
9.166260599684295,0.43415716563748713,10,30,70,205,0,2,0
6.556203705820842,0.23760404504919178,12,5,157,191,0,4,0
17.20615743086507,0.15241002257251127,6,43,290,204,0,6,0
0.2467455983085145,0.30342491292644835,11,43,939,199,0,5,1
18.083895224721598,0.5432402833619576,12,32,907,224,1,3,1
12.77652480948405,0.4182142701060795,6,39,926,206,0,2,0
22.617520286359053,0.43162691050677254,8,33,561,191,1,4,0
16.49083611226603,0.1683906665121755,7,16,278,198,0,5,1
17.619419873131754,0.1541535766976353,4,21,639,204,1,2,0
14.85570502533675,0.7442811583154579,8,25,409,198,1,3,0
6.276218878259099,0.34453335430340215,6,1,698,186,0,3,1
8.134387776252794,0.15111592118654035,3,54,318,186,0,1,1
3.7326259877123444,0.22736810641706823,13,28,585,183,1,4,0
10.765933901593318,0.10890001639537669,10,32,585,203,1,3,0
9.429609208738832,0.3723125183648697,12,7,697,222,1,2,0
9.1584042921878,0.39599711529074266,10,41,319,182,1,2,1
15.538680723628868,0.3226796775141065,8,50,888,199,0,7,0
3.784907897356385,0.16090049659586447,6,38,285,191,1,1,1
17.324661518222868,0.3108045234982322,7,1,352,186,0,5,0
5.159761984096197,0.5853670312436636,9,13,987,185,1,1,0
15.510974327651912,0.20383448640062962,10,56,47,229,0,1,1
8.371334402350943,0.43088650926954286,9,0,345,201,1,3,0
3.6552643161477754,0.023098530401574176,8,23,60,199,1,3,1
20.19500550127673,0.2358032538787228,10,16,624,211,1,1,0
15.325964227017673,0.2929299404851305,12,51,714,214,0,6,0
4.335711407206519,0.5348675360986088,5,40,442,196,1,6,1
4.865315883474304,0.14445627075502104,7,13,376,197,0,8,1
13.986208687774665,0.3895157683405799,10,49,317,205,1,3,1
18.159170019715454,0.5843137128504465,10,12,19,194,1,2,0
7.3359544341303105,0.36703304064206677,1,58,173,193,0,3,1
13.210451004410384,0.2412047313119582,7,1,725,191,1,3,0
15.128935279154945,0.322767287330208,2,37,138,186,0,4,0
12.848813115053447,0.1445643767775552,9,2,16,194,1,4,0
11.192112735304574,0.6730537458485827,5,31,411,201,1,4,1
16.18746768036391,0.3894105455183815,17,2,668,210,1,1,0
17.89322621268859,0.018369401196675295,5,34,233,169,0,3,0
17.487188837981513,0.275563787340172,11,36,487,209,0,5,0
13.8675594510506,0.3039699318343521,5,28,920,237,0,5,0
0.0,0.5654746806406361,7,32,993,188,1,2,0
4.856502144950069,0.06361508172461403,13,59,196,206,1,7,0
15.247463764538015,0.1224369070804415,8,4,123,198,0,3,0
15.50812790162264,0.08239181480710246,6,47,595,192,1,4,0
21.186929156962506,0.22198637509173044,7,6,875,197,0,4,0
7.0074868991078025,0.3651457853616991,10,27,223,198,1,3,0
11.009779602242943,0.1410388182206838,7,12,254,194,0,2,0
6.544157872978925,0.5244099024410463,5,20,288,174,1,8,1
8.109357462932039,0.3213347094478408,13,12,486,190,0,5,0
7.652597067977886,0.07473402742550345,4,53,86,192,0,2,1
16.8851089435501,0.31195572307327296,7,57,565,190,0,1,1
8.50082173961512,0.11506951144197239,8,23,586,197,1,5,0
15.723674814144013,0.28628831632982726,5,36,976,204,0,4,0
13.183230261690811,0.23082490689889512,4,36,340,224,1,4,1
16.70703257878274,0.04972082001053551,8,42,36,175,1,3,1
12.090385124721656,0.45032114354910935,9,7,951,186,0,5,0
11.308303946087584,0.15667190612182808,9,12,989,186,1,4,0
15.737040742411775,0.483829773266982,5,15,460,199,0,2,0
17.636025108754165,0.1130402557484527,12,27,918,196,1,2,0
19.257716872209524,0.21110913141697785,5,1,11,192,0,3,0
15.567479650827519,0.33963874894698237,15,11,729,196,1,2,0
4.391445083692103,0.5873213523606244,4,41,661,218,1,4,1
10.273167351994475,0.12584271223044352,9,10,528,193,1,1,0
17.29200382598279,0.22806454091726866,9,2,642,207,0,1,0
8.562322233361881,0.5747664494984788,8,49,443,210,1,3,1
13.048313498791515,0.506276911407817,9,58,254,199,0,4,0
8.637310194480785,0.16201377163646463,5,53,887,196,1,5,1
16.10520008027004,0.07243719258105882,9,43,363,176,0,4,0
20.346417319597823,0.10666731147716409,3,33,176,206,1,3,1
15.688708306868483,0.22218026434586544,4,30,447,202,0,3,0
12.240631625001823,0.32698352049683116,9,59,193,203,1,3,1
11.534254961948049,0.321351108079773,7,45,422,194,0,3,1
20.945693484038785,0.09163135901830483,10,17,89,201,0,1,0
18.680751468863242,0.24596986871642207,9,44,778,180,1,4,0
14.773952548648115,0.2950318378603748,10,22,74,222,0,2,0
14.897584076440076,0.2983477193095177,13,44,919,177,0,1,1
7.795337403386933,0.6088533107455657,13,36,269,192,0,5,1
10.20621086569076,0.17701509339851673,11,16,980,206,0,5,0
17.258866398361846,0.4117021816156692,13,59,95,223,1,3,1
14.701232577517445,0.24221607385796878,10,44,987,206,0,2,0
13.040430953797237,0.13267942642320096,18,13,675,197,1,4,0
11.286129833162539,0.012469046540488747,9,28,518,189,1,1,0
9.23691747451069,0.2773184840748037,10,37,521,204,0,2,1
6.554748677170059,0.48061596088255143,12,23,3,203,0,4,0
0.0,0.5865118342180639,16,54,929,205,0,5,1
16.053407452120815,0.2763875195539105,9,49,585,191,1,4,1
5.463998321386594,0.2591319448823542,11,24,88,203,0,5,1
17.366044260761814,0.06230958603505141,3,20,398,218,1,1,0
24.401200026540636,0.5782748974916866,10,47,102,200,0,2,1
16.181066786234204,0.23637890305298825,7,20,648,182,1,4,0
8.608857527755493,0.17435068154254488,3,37,334,201,1,4,1
20.137701646435346,0.24841160708161572,8,57,557,214,0,0,1
11.640658417107215,0.4014332910326687,10,37,569,212,1,2,0
5.467495362605001,0.4816524463293368,5,27,184,201,1,4,0
0.042994194557184784,0.2857528639222163,5,13,18,189,0,3,1
12.420369892704333,0.3764730126361633,9,38,797,182,1,4,0
12.288102287342761,0.3160201958198689,9,48,399,189,1,0,1
9.770301424582717,0.15119586784451564,3,40,302,195,0,1,1
0.0,0.5962998034693894,5,39,159,225,1,1,1
1.983237071135333,0.5659629505950555,7,59,391,194,0,7,1
11.770479399387138,0.20614983856021477,9,34,422,227,0,0,1
11.940703662404985,0.35973732434318106,4,47,203,203,0,5,1
6.450907790498252,0.15919864144711982,13,32,685,198,0,2,0
9.838145150103884,0.19981144218168856,5,55,288,200,0,5,1
12.312416909449889,0.22541929358627213,6,18,820,218,1,4,0
12.603303729650932,0.2751918363462974,7,6,711,205,1,5,0
16.15544973400609,0.5095636443655744,4,46,587,207,1,5,0
25.66818721691168,0.4252660644585206,7,8,413,203,0,4,0
14.854277479367553,0.3219053428352958,14,54,259,217,0,3,1
13.656559624489418,0.2934614785106391,4,34,585,198,0,3,0
11.898569492243196,0.6147547079524752,14,14,378,200,0,2,0
9.647900378458445,0.19904726753290303,7,34,196,184,0,1,1
11.853761625314737,0.5930088195692246,12,40,936,188,0,6,1
9.638319530163969,0.09372289724364477,7,55,724,214,0,4,1
4.199525828607694,0.17266403320679088,9,38,977,225,1,7,0
9.331864708005437,0.35225350371889214,11,16,508,212,0,5,0
13.991893009037334,0.3765676568373397,9,26,900,197,0,5,0
24.474140577598675,0.261860532316116,9,17,837,193,0,2,0
9.181145055331195,0.2992465504513033,8,34,753,204,0,4,1
8.209950523165494,0.4097020341815215,14,49,253,184,0,4,1
5.055329999579143,0.3593656930149526,11,0,89,199,0,7,0
20.770910860961482,0.2279687667041557,7,40,207,206,0,2,0
18.932882885914886,0.45845408985070313,8,0,752,218,1,3,0
19.301571933368713,0.46670900877738897,6,58,942,215,0,5,0
15.241376181841076,0.32751896643926176,15,40,250,220,0,2,1
17.588616554561316,0.15789540545519803,17,55,850,213,0,5,0
16.132022399728523,0.6305090307082167,9,9,261,208,0,2,0
10.027532176502572,0.2113185853132898,10,37,167,193,0,1,0
6.563469035819947,0.23507421040142398,7,31,347,203,0,2,1
7.432483521630127,0.2748546326693708,7,4,44,221,1,4,0
1.8010129412179232,0.11863722165371315,14,11,870,198,0,2,0
12.568930044216833,0.37670986856242045,7,54,496,200,1,3,1
15.209367386746159,0.5216293301596577,8,41,585,194,0,5,1
3.9805743715648383,0.2471964346690667,6,27,57,200,1,4,0
17.358596398826506,0.1265733711902359,4,46,495,212,1,6,0
12.328353514672349,0.12786320317694888,6,11,377,203,0,2,0
17.35300821999674,0.764304744901653,7,26,233,202,0,4,1
10.525256068577725,0.31578439060437696,9,54,0,204,0,1,1
16.15456212045514,0.2221331532805803,7,3,580,198,0,2,0
18.339112920063272,0.2802860085564016,7,1,946,183,0,1,0
19.67887860463457,0.547856508105012,4,30,825,229,0,3,1
0.0,0.2664166811813567,11,56,537,191,0,1,1
11.4770955450375,0.4457153834125844,8,53,653,216,0,4,1
17.279048844921473,0.34698428655856395,6,24,302,210,0,3,1
8.825175932463477,0.27522464291376864,14,55,395,212,1,3,1
11.338504687052689,0.3237904952395693,6,52,708,220,1,2,1
13.285820080166028,0.6286289195478355,6,53,250,210,0,5,1
4.796947839816172,0.5904756965007524,7,2,801,202,0,3,0
16.159916482551147,0.3159924569616105,6,2,568,198,1,3,0
17.813308097686043,0.11737305008862825,7,4,565,195,1,4,0
15.037187972822704,0.28859619056181307,9,47,156,213,1,4,1
9.670987173632177,0.5841883567225815,5,19,929,196,1,3,1
4.0520261038674334,0.22480343490443402,7,54,702,212,1,3,1
7.186722235654243,0.5397907999389084,8,25,246,208,0,3,0
9.064768995013152,0.4625304477007857,10,30,986,191,1,0,0
14.866859768114548,0.31346024705610387,7,3,345,201,0,6,0
16.65752036413215,0.09140922309521156,10,31,106,192,0,4,0
7.472670629352573,0.003434931098358553,11,43,460,175,0,9,0
12.650876656007283,0.1759293421347698,11,43,500,171,0,4,0
16.418172056818754,0.2199611152937119,8,45,614,195,0,5,1
13.969360648199194,0.11278651909584482,7,48,836,219,1,4,1
14.533819318921573,0.38331847102671635,7,47,798,204,1,5,0
2.8727298590226287,0.3727426913013649,12,25,122,214,1,3,0
16.864864263337605,0.12429295089059308,6,44,688,209,0,2,1
8.259675148566748,0.24389569530500177,7,10,616,195,1,5,0
4.0137436297728915,0.20103790359010465,6,34,803,196,1,2,1
11.122356298106473,0.5199995822082768,5,4,485,196,1,5,0
5.21915565030401,0.5634274047219475,10,49,363,210,0,2,1
18.78382721192699,0.0633885593766417,9,22,240,193,1,5,0
12.325334333142994,0.5387824826659672,10,53,877,215,0,2,1
7.292329528418182,0.4261490668924076,11,41,789,194,1,5,0
9.931160515310701,0.5991108965605956,10,27,85,198,0,2,1
21.146568971201987,0.09668995500944662,10,19,561,186,1,2,0
15.392350284191899,0.22821559787146073,19,38,604,230,1,2,0
0.0,0.07767510691424348,5,30,691,229,0,4,1
20.674378680514018,0.51499709329601,10,5,623,199,0,3,0
9.119738700011926,0.09785605549126551,8,15,592,186,0,1,1
13.249211488709996,0.08366131120058089,11,18,202,190,1,2,1
12.482551936198954,0.3230583881517762,8,45,720,231,1,4,0
11.005467587203489,0.5028116820368874,7,52,29,179,1,4,1
13.068128143802069,0.38356004566050733,3,51,162,192,1,2,0
14.219067132579408,0.25333708643448893,10,20,222,201,1,3,1
9.1617588242212,0.11590222158424654,4,15,964,178,1,4,0
20.98502019736184,0.03293328065109551,8,44,780,208,0,4,0
0.0,0.29461559514229513,8,34,343,169,1,1,1
11.84042556214185,0.3880704861696657,6,1,68,182,1,2,0
5.347213431457254,0.3215895422325345,10,23,884,195,0,3,0
16.23135999084098,0.30903087109954025,13,13,660,216,0,2,0
10.653299926344975,0.20780882444622606,8,15,434,183,0,2,0
11.120934875815882,0.3053091944807836,8,21,103,204,0,2,1
12.383038277567753,0.441031590351747,11,0,908,225,1,7,0
7.089709623147282,0.28076878579872877,9,44,462,189,1,4,1
9.000036814292294,0.09543886011036443,13,36,326,194,0,1,1
3.6265510680609783,0.1095201630275211,6,32,207,237,1,2,0
14.46490559219396,0.14831445331711188,6,52,311,216,0,2,1
15.33566043046451,0.11430976039748092,9,42,887,212,1,1,0
11.103765300220452,0.27819550775235047,6,31,393,219,1,2,1
3.410554727646863,0.45275232326420944,8,10,319,196,1,1,1
8.254538320661256,0.35437059953596783,9,25,60,192,0,2,1
19.662750980992975,0.4322504910070211,6,8,357,182,1,4,0
18.17586766993184,0.37965395621649217,7,33,215,201,0,5,1
12.461965209767424,0.16000556425393797,11,45,398,191,0,1,0
2.9306008122616287,0.4558140693812765,12,15,311,195,1,0,1
3.722660388023364,0.3300706226635575,8,44,732,203,0,1,1
14.535770039582719,0.5478391193573112,9,56,178,202,0,3,1
15.922665142506787,0.26609185277851993,3,46,671,200,1,4,0
19.692200364906093,0.5959322470505551,5,32,840,197,0,0,0
7.214148266903019,0.043131049778652016,8,50,226,182,0,2,1
17.818567000572855,0.6596465930828278,11,43,69,184,0,1,1
13.38412931463179,0.2115089196120947,5,26,191,175,0,5,1
12.00330807026131,0.25810792229827023,9,33,152,225,1,2,1
0.34366732379857723,0.1953680720693338,5,35,444,198,1,3,1
15.428861519095246,0.09632996412251468,12,19,464,203,1,3,0
17.395679516158857,0.36494050411298173,4,0,228,201,1,2,0
10.243065366997849,0.23002040162994258,8,53,350,192,0,3,1
15.999382083154808,0.33127496772385573,5,8,836,208,0,1,0
12.35942759997625,0.026057692606193783,6,35,713,186,0,4,0
14.64528759593865,0.14239502230687626,4,20,41,187,1,1,0
11.67230384898522,0.4828754700041038,9,35,96,179,1,1,1
13.815121505417409,0.12569830102212315,6,43,7,197,0,6,0
6.593454386809644,0.4239686471854442,10,57,556,186,0,3,1
19.366634521477835,0.20399950105932094,12,10,731,191,0,1,0
9.764432807374682,0.29607387553008296,8,53,550,176,0,4,1
10.15228508930809,0.2712657181309704,9,13,446,209,0,4,0
4.415820185709416,0.5995167634256064,7,11,267,195,0,4,1
13.476175593964033,0.3086410592777045,5,16,41,190,0,3,1
12.541982681141505,0.4094846029667275,13,13,816,215,0,2,0
2.830193333637805,0.5605296008104877,6,30,126,180,0,3,1
10.723597850756542,0.626163015226404,11,42,820,214,1,2,1
17.31468617555309,0.2896834747767688,7,42,642,179,1,2,0
4.8742390422367,0.023224628667803768,10,45,614,194,0,4,0
17.90240427596163,0.1631101765683133,6,51,550,206,0,4,0
8.962092589623055,0.5961962305979512,12,36,838,179,1,3,0
11.604899672472252,0.13138057511927934,6,19,848,195,0,4,0
15.563896837760252,0.3676101437067182,9,31,507,206,0,3,0
2.291898293635249,0.2863153206995842,8,0,3,187,1,3,0
9.988218038754898,0.2725599419849094,13,34,684,201,0,3,1
1.2113186513302843,0.17826890885325056,7,26,545,210,0,1,0
19.367493733798916,0.06464680705429475,5,1,473,203,0,2,0
8.006287387682779,0.668434873836752,7,46,25,213,1,3,1
13.243517055263318,0.39818177784835845,7,25,533,207,1,2,0
